age,gender,income,education,political_leaning,religious_level,donated_before,donation_frequency,trust_charities,charities_rated_by_effectiveness,objective_measures_help,charities_match_my_values,country,province,chosen_option,don_gender,don_age,don_identifiability,don_relatedness,don_num_recipients,don_cause,don_brand,don_location,don_region
20.0,Male,19341.64,Some college education,3,0,Yes,Less than once a year,0.91,0.42,0.6,0.81,United Kingdom,Wiltshire,1,male,,,,48,medication,high-recognition,Western Europe,near
20.0,Male,19341.64,Some college education,3,0,Yes,Less than once a year,0.91,0.42,0.6,0.81,United Kingdom,Wiltshire,0,,adult,unnamed,,153,nutritious meals,,North America,far
20.0,Male,19341.64,Some college education,3,0,Yes,Less than once a year,0.91,0.42,0.6,0.81,United Kingdom,Wiltshire,1,,adult,,,297,assault victim support,low-recognition,Western Europe,near
20.0,Male,19341.64,Some college education,3,0,Yes,Less than once a year,0.91,0.42,0.6,0.81,United Kingdom,Wiltshire,1,,,unnamed,,91,medication,,Western Europe,near
20.0,Male,19341.64,Some college education,3,0,Yes,Less than once a year,0.91,0.42,0.6,0.81,United Kingdom,Wiltshire,0,female,,,,22,clean water,low-recognition,North Africa,far
20.0,Male,19341.64,Some college education,3,0,Yes,Less than once a year,0.91,0.42,0.6,0.81,United Kingdom,Wiltshire,0,male,,,,94,assault victim support,low-recognition,Eastern Europe,far
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,,adult,,,42,assault victim support,high-recognition,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,female,,,,54,medication,high-recognition,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,,,named,,51,medication,high-recognition,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,,,named,,76,assault victim support,high-recognition,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,male,,,,285,assault victim support,low-recognition,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,,senior,unnamed,,82,assault victim support,,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,female,,unnamed,,166,nutritious meals,,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,0,,,unnamed,,20,assault victim support,high-recognition,Central America,far
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,,,named,,218,medication,high-recognition,Western Europe,near
26.0,Female,40021.81,High school diploma,0,2,Yes,Less than once a month,0.12,0.68,0.46,0.64,United Kingdom,Ealing,1,male,,unnamed,,18,nutritious meals,,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,male,,,,87,medication,high-recognition,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,,senior,unnamed,,237,medication,,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,female,,,,299,clean water,low-recognition,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,,child,,,297,nutritious meals,high-recognition,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,male,,,,184,medication,high-recognition,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],0,female,,,,96,assault victim support,high-recognition,North Africa,far
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,male,,,,137,medication,high-recognition,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,,adult,unnamed,,95,clean water,,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,,child,,,243,assault victim support,low-recognition,Western Europe,near
26.0,Male,2302.7,Some college education,9,3,No,Unknown,0.43,0.99,0.84,0.64,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],1,,senior,,,6,assault victim support,high-recognition,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,,,unnamed,,243,assault victim support,,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,female,,,,71,assault victim support,high-recognition,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,,senior,,,209,nutritious meals,high-recognition,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,female,,,,8,clean water,low-recognition,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],0,female,,unnamed,,166,medication,,North America,far
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,,senior,,,133,nutritious meals,low-recognition,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,,senior,,,168,medication,low-recognition,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,male,,unnamed,,3,clean water,,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,,senior,,,287,medication,low-recognition,Western Europe,near
25.0,Male,1465.69,Unknown,8,2,Yes,Less than once a month,0.43,0.44,0.82,0.66,United Kingdom,Cardiff [Caerdydd GB-CRD],1,male,,,,190,nutritious meals,high-recognition,Western Europe,near
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,1,,,unnamed,,195,nutritious meals,,Western Europe,near
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,0,,senior,,,96,nutritious meals,low-recognition,East Asia,far
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,1,female,,,,5,nutritious meals,high-recognition,Western Europe,near
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,1,,senior,,,6,assault victim support,high-recognition,Western Europe,near
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,1,female,,unnamed,,187,clean water,,Western Europe,near
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,0,,,named,,191,nutritious meals,low-recognition,South America,far
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,1,,senior,unnamed,,261,nutritious meals,,Western Europe,near
28.0,Male,696.88,Unknown,10,1,Yes,Less than once a year,0.22,0.78,0.72,0.22,United Kingdom,Hartlepool,0,male,,,,226,assault victim support,high-recognition,South America,far
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,1,male,,unnamed,,229,medication,,Western Europe,near
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,1,,child,,,102,medication,low-recognition,Western Europe,near
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,1,male,,,,197,medication,high-recognition,Western Europe,near
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,0,female,,,,285,assault victim support,low-recognition,South America,far
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,1,,child,,,55,medication,high-recognition,Western Europe,near
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,1,male,,,,263,assault victim support,low-recognition,Western Europe,near
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,1,,,named,,136,assault victim support,high-recognition,Western Europe,near
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,1,,child,,,212,clean water,high-recognition,Western Europe,near
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,0,female,,,,195,nutritious meals,low-recognition,Central America,far
19.0,Male,,Some college education,9,2,Yes,Less than once a year,0.81,1.0,0.96,0.35,United Kingdom,Buckinghamshire,0,male,,unnamed,,132,nutritious meals,,Eastern Europe,far
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,0,male,,,,268,medication,low-recognition,South Africa,far
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,male,,,,159,medication,low-recognition,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,,adult,,,235,nutritious meals,low-recognition,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,male,,,,298,assault victim support,low-recognition,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,female,,,,291,clean water,high-recognition,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,female,,unnamed,,146,nutritious meals,,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,,,unnamed,,27,clean water,,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,,child,,,106,clean water,high-recognition,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,female,,,,183,medication,low-recognition,Western Europe,near
24.0,Unknown,,Vocational training,5,3,No,Unknown,0.0,0.55,0.4,0.65,United Kingdom,Sunderland,1,male,,unnamed,,85,medication,,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,,child,unnamed,,240,medication,,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,,adult,unnamed,,154,medication,,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,,child,,,240,assault victim support,low-recognition,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,male,,,,76,nutritious meals,low-recognition,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,female,,,,31,nutritious meals,low-recognition,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,0,male,,,,215,medication,high-recognition,North Africa,far
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,female,,unnamed,,202,assault victim support,,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,,adult,,,5,clean water,high-recognition,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,male,,,,28,medication,high-recognition,Western Europe,near
27.0,Male,50899.88,Bachelor’s degree,8,3,Yes,Less than once a month,0.31,0.52,0.46,0.62,United Kingdom,Suffolk,1,female,,unnamed,,146,nutritious meals,,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,female,,,,157,medication,low-recognition,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,,,unnamed,,73,clean water,high-recognition,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,male,,unnamed,,13,medication,,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,0,male,,unnamed,,205,clean water,,Central America,far
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,,,unnamed,,136,clean water,,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,,child,,,187,medication,high-recognition,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,female,,,,88,clean water,low-recognition,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,male,,,,276,nutritious meals,low-recognition,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,male,,unnamed,,59,nutritious meals,,Western Europe,near
20.0,Female,1167.65,Less than high school,9,0,Yes,Less than once a year,0.89,1.0,0.56,1.0,United Kingdom,Central Bedfordshire,1,,adult,,,297,nutritious meals,high-recognition,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,0,female,,,,95,assault victim support,low-recognition,Central America,far
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,,,unnamed,,184,assault victim support,high-recognition,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,male,,,,217,assault victim support,low-recognition,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,,senior,unnamed,,129,clean water,,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,male,,unnamed,,56,nutritious meals,,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,female,,,,192,medication,low-recognition,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,female,,,,1,nutritious meals,high-recognition,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,male,,,,267,nutritious meals,low-recognition,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,,,named,,74,assault victim support,low-recognition,Western Europe,near
31.0,Other,110894.92,Bachelor’s degree,0,0,Yes,Less than once a year,0.05,1.0,0.46,0.71,United Kingdom,East Sussex,1,male,,unnamed,,13,medication,,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,male,,,,233,nutritious meals,high-recognition,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,,child,,,10,clean water,low-recognition,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,,,unnamed,,195,nutritious meals,,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,,senior,unnamed,,174,assault victim support,,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,,senior,,,134,clean water,high-recognition,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,female,,unnamed,,8,nutritious meals,,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,,,unnamed,,225,assault victim support,,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,0,female,,,,235,clean water,high-recognition,East Asia,far
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,,adult,unnamed,,264,medication,,Western Europe,near
18.0,Female,10599.02,Graduate degree,5,0,Yes,More than once a month,0.51,0.84,1.0,0.96,United Kingdom,West Sussex,1,,,named,,6,nutritious meals,low-recognition,Western Europe,near
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,1,male,,,,53,nutritious meals,low-recognition,Western Europe,near
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,1,male,,,,69,medication,high-recognition,Western Europe,near
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,0,male,,,,137,nutritious meals,low-recognition,Central Africa,far
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,0,female,,unnamed,,89,medication,,Central America,far
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,0,female,,,,20,clean water,high-recognition,North Africa,far
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,1,female,,,,290,clean water,low-recognition,Western Europe,near
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,1,,child,,,10,clean water,low-recognition,Western Europe,near
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,1,female,,,,4,clean water,high-recognition,Western Europe,near
23.0,Female,35395.81,Bachelor’s degree,9,6,Yes,More than once a month,0.54,0.4,0.78,1.0,United Kingdom,East Riding of Yorkshire,0,male,,,,254,assault victim support,high-recognition,Central Africa,far
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,,adult,unnamed,,56,clean water,,Western Europe,near
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,female,,,,259,medication,high-recognition,Western Europe,near
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,male,,,,193,assault victim support,low-recognition,Western Europe,near
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,male,,,,245,assault victim support,high-recognition,Western Europe,near
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,male,,unnamed,,199,assault victim support,,Western Europe,near
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,,,named,,239,medication,low-recognition,Western Europe,near
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,0,,adult,,,143,clean water,high-recognition,North America,far
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,0,female,,unnamed,,123,nutritious meals,,North Africa,far
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,,,named,,225,medication,high-recognition,Western Europe,near
32.0,Male,13220.33,High school diploma,10,5,Yes,Less than once a month,0.44,0.38,1.0,0.64,United Kingdom,Bracknell Forest,1,,,named,,51,nutritious meals,high-recognition,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,female,,,,109,clean water,high-recognition,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,,,unnamed,,66,nutritious meals,high-recognition,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,,senior,,,236,clean water,high-recognition,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,male,,unnamed,,91,assault victim support,,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,,,named,,69,assault victim support,high-recognition,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,male,,,,170,medication,low-recognition,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,0,,senior,,,260,medication,high-recognition,South Africa,far
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,,adult,,,50,assault victim support,high-recognition,Western Europe,near
32.0,Female,1752.83,Graduate degree,10,0,Yes,Less than once a year,0.66,0.47,1.0,0.14,United Kingdom,Lewisham,1,,senior,,,224,nutritious meals,high-recognition,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,female,,unnamed,,211,medication,,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,,child,unnamed,,49,nutritious meals,,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,male,,,,190,nutritious meals,high-recognition,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,,,named,,150,assault victim support,high-recognition,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,male,,,,46,nutritious meals,low-recognition,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,,child,,,106,clean water,high-recognition,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,,adult,,,132,nutritious meals,low-recognition,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,,,unnamed,,293,clean water,,Western Europe,near
20.0,Female,28133.96,Unknown,7,4,Yes,Less than once a year,0.49,1.0,0.81,0.94,United Kingdom,Eilean Siar,1,,senior,unnamed,,192,nutritious meals,,Western Europe,near
18.0,Female,29427.17,Graduate degree,2,1,Yes,More than once a month,0.11,0.8,0.7,0.88,United Kingdom,Caerphilly [Caerffili GB-CAF],0,,,unnamed,,54,nutritious meals,low-recognition,South Africa,far
18.0,Female,29427.17,Graduate degree,2,1,Yes,More than once a month,0.11,0.8,0.7,0.88,United Kingdom,Caerphilly [Caerffili GB-CAF],1,female,,unnamed,,18,clean water,,Western Europe,near
18.0,Female,29427.17,Graduate degree,2,1,Yes,More than once a month,0.11,0.8,0.7,0.88,United Kingdom,Caerphilly [Caerffili GB-CAF],1,,senior,unnamed,,237,medication,,Western Europe,near
18.0,Female,29427.17,Graduate degree,2,1,Yes,More than once a month,0.11,0.8,0.7,0.88,United Kingdom,Caerphilly [Caerffili GB-CAF],1,male,,unnamed,,291,clean water,,Western Europe,near
18.0,Female,29427.17,Graduate degree,2,1,Yes,More than once a month,0.11,0.8,0.7,0.88,United Kingdom,Caerphilly [Caerffili GB-CAF],1,male,,,,48,nutritious meals,low-recognition,Western Europe,near
18.0,Female,29427.17,Graduate degree,2,1,Yes,More than once a month,0.11,0.8,0.7,0.88,United Kingdom,Caerphilly [Caerffili GB-CAF],1,male,,unnamed,,165,medication,,Western Europe,near
18.0,Female,29427.17,Graduate degree,2,1,Yes,More than once a month,0.11,0.8,0.7,0.88,United Kingdom,Caerphilly [Caerffili GB-CAF],1,,adult,,,67,nutritious meals,high-recognition,Western Europe,near
