option_id,prompt
5852,"You have $100 to donate.
Would you support a charity that provides clean water to 39 named strangers in Central America through a high-recognition charity?
"
5853,"You have $100 to donate.
Would you support a charity that provides clean water to 79 adult strangers in Central Africa through a high-recognition charity?
"
5854,"You have $100 to donate.
Would you support a charity that provides medication to 86 unnamed strangers in North America through a low-recognition charity?
"
5855,"You have $100 to donate.
Would you support a charity that provides clean water to 47 named strangers in Eastern Europe through a low-recognition charity?
"
5856,"You have $100 to donate.
Would you support a charity that provides clean water to 101 female unnameds in East Asia through a high-recognition charity?
"
5857,"You have $100 to donate.
Would you support a charity that provides assault victim support to 111 male seniors in South Africa through a low-recognition charity?
"
5858,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 272 senior nameds in Eastern Europe through a high-recognition charity?
"
5859,"You have $100 to donate.
Would you support a charity that provides assault victim support to 85 female seniors in North America through a unnamed charity?
"
5860,"You have $100 to donate.
Would you support a charity that provides medication to 79 child strangers in South Africa through a unnamed charity?
"
5861,"You have $100 to donate.
Would you support a charity that provides assault victim support to 253 male unnameds in Western Europe through a high-recognition charity?
"
5862,"You have $100 to donate.
Would you support a charity that provides medication to 54 unnamed selfs in North America through a low-recognition charity?
"
5863,"You have $100 to donate.
Would you support a charity that provides assault victim support to 98 child selfs in South America through a low-recognition charity?
"
5864,"You have $100 to donate.
Would you support a charity that provides medication to 258 female relatives in South America through a unnamed charity?
"
5865,"You have $100 to donate.
Would you support a charity that provides clean water to 44 adult unnameds in Central America through a low-recognition charity?
"
5866,"You have $100 to donate.
Would you support a charity that provides medication to 257 child nameds in Eastern Europe through a unnamed charity?
"
5867,"You have $100 to donate.
Would you support a charity that provides clean water to 295 male relatives in East Asia through a unnamed charity?
"
5868,"You have $100 to donate.
Would you support a charity that provides clean water to 113 adult selfs in Western Europe through a high-recognition charity?
"
5869,"You have $100 to donate.
Would you support a charity that provides medication to 39 child nameds in Eastern Europe through a low-recognition charity?
"
5870,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 224 unnamed strangers in Central America through a low-recognition charity?
"
5871,"You have $100 to donate.
Would you support a charity that provides medication to 103 female strangers in Central America through a unnamed charity?
"
5872,"You have $100 to donate.
Would you support a charity that provides medication to 31 male nameds in Western Europe through a unnamed charity?
"
5873,"You have $100 to donate.
Would you support a charity that provides clean water to 45 female seniors in Central Africa through a unnamed charity?
"
5874,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 143 senior relatives in Central Africa through a unnamed charity?
"
5875,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 92 named selfs in Eastern Europe through a high-recognition charity?
"
5876,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 206 male selfs in South America through a unnamed charity?
"
5877,"You have $100 to donate.
Would you support a charity that provides medication to 86 adult unnameds in SouthEast Asia through a low-recognition charity?
"
5878,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 25 adult nameds in East Asia through a high-recognition charity?
"
5879,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 66 child relatives in Eastern Europe through a low-recognition charity?
"
5880,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 164 senior selfs in Eastern Europe through a unnamed charity?
"
5881,"You have $100 to donate.
Would you support a charity that provides assault victim support to 98 adult nameds in South Africa through a unnamed charity?
"
5882,"You have $100 to donate.
Would you support a charity that provides clean water to 97 male adults in South Africa through a low-recognition charity?
"
5883,"You have $100 to donate.
Would you support a charity that provides assault victim support to 230 child relatives in East Asia through a unnamed charity?
"
5884,"You have $100 to donate.
Would you support a charity that provides clean water to 208 adult unnameds in Western Europe through a unnamed charity?
"
5885,"You have $100 to donate.
Would you support a charity that provides assault victim support to 265 adult relatives in East Asia through a low-recognition charity?
"
5886,"You have $100 to donate.
Would you support a charity that provides clean water to 75 senior selfs in Central America through a high-recognition charity?
"
5887,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 213 senior selfs in North America through a unnamed charity?
"
5888,"You have $100 to donate.
Would you support a charity that provides clean water to 25 female seniors in Eastern Europe through a unnamed charity?
"
5889,"You have $100 to donate.
Would you support a charity that provides assault victim support to 49 male selfs in North Africa through a high-recognition charity?
"
5890,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 233 child relatives in Eastern Europe through a high-recognition charity?
"
5891,"You have $100 to donate.
Would you support a charity that provides medication to 268 female strangers in South America through a high-recognition charity?
"
5892,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 117 child unnameds in North America through a high-recognition charity?
"
5893,"You have $100 to donate.
Would you support a charity that provides clean water to 117 female unnameds in Western Europe through a low-recognition charity?
"
5894,"You have $100 to donate.
Would you support a charity that provides assault victim support to 188 adult nameds in SouthEast Asia through a low-recognition charity?
"
5895,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 129 female childs in North Africa through a unnamed charity?
"
5896,"You have $100 to donate.
Would you support a charity that provides assault victim support to 70 male seniors in North Africa through a unnamed charity?
"
5897,"You have $100 to donate.
Would you support a charity that provides medication to 116 male seniors in Eastern Europe through a high-recognition charity?
"
5898,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 104 male childs in North America through a high-recognition charity?
"
5899,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 141 child unnameds in East Asia through a unnamed charity?
"
5900,"You have $100 to donate.
Would you support a charity that provides clean water to 72 child strangers in North Africa through a low-recognition charity?
"
5901,"You have $100 to donate.
Would you support a charity that provides assault victim support to 80 unnamed strangers in SouthEast Asia through a unnamed charity?
"
5902,"You have $100 to donate.
Would you support a charity that provides clean water to 255 female adults in Central Africa through a unnamed charity?
"
5903,"You have $100 to donate.
Would you support a charity that provides assault victim support to 57 unnamed relatives in Central Africa through a high-recognition charity?
"
5904,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 160 adult strangers in North Africa through a unnamed charity?
"
5905,"You have $100 to donate.
Would you support a charity that provides medication to 144 male relatives in SouthEast Asia through a low-recognition charity?
"
5906,"You have $100 to donate.
Would you support a charity that provides clean water to 70 child strangers in North Africa through a high-recognition charity?
"
5907,"You have $100 to donate.
Would you support a charity that provides clean water to 88 child strangers in Central America through a low-recognition charity?
"
5908,"You have $100 to donate.
Would you support a charity that provides clean water to 30 female relatives in South Africa through a low-recognition charity?
"
5909,"You have $100 to donate.
Would you support a charity that provides clean water to 36 male childs in East Asia through a high-recognition charity?
"
5910,"You have $100 to donate.
Would you support a charity that provides assault victim support to 32 child unnameds in Eastern Europe through a low-recognition charity?
"
5911,"You have $100 to donate.
Would you support a charity that provides clean water to 207 unnamed strangers in South Africa through a unnamed charity?
"
5912,"You have $100 to donate.
Would you support a charity that provides clean water to 209 named strangers in North Africa through a unnamed charity?
"
5913,"You have $100 to donate.
Would you support a charity that provides assault victim support to 93 female unnameds in Eastern Europe through a high-recognition charity?
"
5914,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 224 female nameds in Western Europe through a high-recognition charity?
"
5915,"You have $100 to donate.
Would you support a charity that provides assault victim support to 127 female selfs in Central America through a low-recognition charity?
"
5916,"You have $100 to donate.
Would you support a charity that provides clean water to 188 senior unnameds in Central America through a low-recognition charity?
"
5917,"You have $100 to donate.
Would you support a charity that provides clean water to 248 adult unnameds in Central Africa through a low-recognition charity?
"
5918,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 166 named strangers in South America through a high-recognition charity?
"
5919,"You have $100 to donate.
Would you support a charity that provides clean water to 141 child relatives in Eastern Europe through a low-recognition charity?
"
5920,"You have $100 to donate.
Would you support a charity that provides medication to 78 named relatives in South Africa through a low-recognition charity?
"
5921,"You have $100 to donate.
Would you support a charity that provides assault victim support to 233 female strangers in North America through a high-recognition charity?
"
5922,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 98 female seniors in South America through a unnamed charity?
"
5923,"You have $100 to donate.
Would you support a charity that provides assault victim support to 166 senior selfs in SouthEast Asia through a high-recognition charity?
"
5924,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 150 child selfs in East Asia through a high-recognition charity?
"
5925,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 20 adult selfs in North Africa through a unnamed charity?
"
5926,"You have $100 to donate.
Would you support a charity that provides clean water to 22 child relatives in Central Africa through a low-recognition charity?
"
5927,"You have $100 to donate.
Would you support a charity that provides assault victim support to 246 senior unnameds in Eastern Europe through a unnamed charity?
"
5928,"You have $100 to donate.
Would you support a charity that provides assault victim support to 256 named relatives in South Africa through a unnamed charity?
"
5929,"You have $100 to donate.
Would you support a charity that provides assault victim support to 66 unnamed strangers in North America through a unnamed charity?
"
5930,"You have $100 to donate.
Would you support a charity that provides assault victim support to 180 male selfs in East Asia through a low-recognition charity?
"
5931,"You have $100 to donate.
Would you support a charity that provides clean water to 103 senior strangers in East Asia through a low-recognition charity?
"
5932,"You have $100 to donate.
Would you support a charity that provides medication to 84 named selfs in North America through a unnamed charity?
"
5933,"You have $100 to donate.
Would you support a charity that provides clean water to 79 male selfs in North Africa through a low-recognition charity?
"
5934,"You have $100 to donate.
Would you support a charity that provides clean water to 68 named relatives in Central Africa through a high-recognition charity?
"
5935,"You have $100 to donate.
Would you support a charity that provides clean water to 135 unnamed selfs in South Africa through a unnamed charity?
"
5936,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 9 senior nameds in Central America through a unnamed charity?
"
5937,"You have $100 to donate.
Would you support a charity that provides assault victim support to 164 female adults in Eastern Europe through a unnamed charity?
"
5938,"You have $100 to donate.
Would you support a charity that provides medication to 113 named relatives in Eastern Europe through a high-recognition charity?
"
5939,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 122 senior relatives in Central Africa through a low-recognition charity?
"
5940,"You have $100 to donate.
Would you support a charity that provides clean water to 154 senior relatives in South America through a high-recognition charity?
"
5941,"You have $100 to donate.
Would you support a charity that provides clean water to 110 senior strangers in Eastern Europe through a high-recognition charity?
"
5942,"You have $100 to donate.
Would you support a charity that provides clean water to 121 adult nameds in Western Europe through a high-recognition charity?
"
5943,"You have $100 to donate.
Would you support a charity that provides assault victim support to 155 adult nameds in Western Europe through a high-recognition charity?
"
5944,"You have $100 to donate.
Would you support a charity that provides assault victim support to 147 male selfs in SouthEast Asia through a high-recognition charity?
"
5945,"You have $100 to donate.
Would you support a charity that provides medication to 91 child strangers in North America through a high-recognition charity?
"
5946,"You have $100 to donate.
Would you support a charity that provides medication to 33 senior unnameds in Central America through a high-recognition charity?
"
5947,"You have $100 to donate.
Would you support a charity that provides assault victim support to 281 female unnameds in Central Africa through a low-recognition charity?
"
5948,"You have $100 to donate.
Would you support a charity that provides clean water to 175 named relatives in South America through a unnamed charity?
"
5949,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 62 unnamed selfs in Western Europe through a low-recognition charity?
"
5950,"You have $100 to donate.
Would you support a charity that provides clean water to 141 named strangers in South Africa through a high-recognition charity?
"
5951,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 278 child strangers in Central Africa through a high-recognition charity?
"
5952,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 172 male nameds in East Asia through a unnamed charity?
"
5953,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 261 adult strangers in SouthEast Asia through a low-recognition charity?
"
5954,"You have $100 to donate.
Would you support a charity that provides assault victim support to 14 senior unnameds in North Africa through a low-recognition charity?
"
5955,"You have $100 to donate.
Would you support a charity that provides clean water to 117 female selfs in North Africa through a low-recognition charity?
"
5956,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 223 male selfs in SouthEast Asia through a high-recognition charity?
"
5957,"You have $100 to donate.
Would you support a charity that provides assault victim support to 130 adult strangers in East Asia through a low-recognition charity?
"
5958,"You have $100 to donate.
Would you support a charity that provides assault victim support to 269 female unnameds in North Africa through a unnamed charity?
"
5959,"You have $100 to donate.
Would you support a charity that provides clean water to 196 male nameds in Central Africa through a unnamed charity?
"
5960,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 53 child strangers in North America through a low-recognition charity?
"
5961,"You have $100 to donate.
Would you support a charity that provides medication to 45 unnamed selfs in North Africa through a high-recognition charity?
"
5962,"You have $100 to donate.
Would you support a charity that provides medication to 94 senior selfs in South Africa through a high-recognition charity?
"
5963,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 259 female childs in North America through a low-recognition charity?
"
5964,"You have $100 to donate.
Would you support a charity that provides clean water to 160 adult nameds in South America through a low-recognition charity?
"
5965,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 182 senior selfs in South Africa through a unnamed charity?
"
5966,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 120 adult strangers in South America through a low-recognition charity?
"
5967,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 275 senior selfs in South America through a low-recognition charity?
"
5968,"You have $100 to donate.
Would you support a charity that provides assault victim support to 98 adult relatives in Western Europe through a low-recognition charity?
"
5969,"You have $100 to donate.
Would you support a charity that provides medication to 170 adult unnameds in Eastern Europe through a unnamed charity?
"
5970,"You have $100 to donate.
Would you support a charity that provides clean water to 105 unnamed relatives in South America through a high-recognition charity?
"
5971,"You have $100 to donate.
Would you support a charity that provides assault victim support to 239 adult unnameds in North America through a low-recognition charity?
"
5972,"You have $100 to donate.
Would you support a charity that provides medication to 164 named selfs in South Africa through a unnamed charity?
"
5973,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 91 senior unnameds in South Africa through a unnamed charity?
"
5974,"You have $100 to donate.
Would you support a charity that provides assault victim support to 140 unnamed strangers in North Africa through a low-recognition charity?
"
5975,"You have $100 to donate.
Would you support a charity that provides assault victim support to 64 female selfs in Western Europe through a high-recognition charity?
"
5976,"You have $100 to donate.
Would you support a charity that provides medication to 41 female unnameds in Central Africa through a high-recognition charity?
"
5977,"You have $100 to donate.
Would you support a charity that provides clean water to 109 female relatives in Eastern Europe through a unnamed charity?
"
5978,"You have $100 to donate.
Would you support a charity that provides clean water to 258 child relatives in East Asia through a high-recognition charity?
"
5979,"You have $100 to donate.
Would you support a charity that provides clean water to 95 male selfs in Eastern Europe through a unnamed charity?
"
5980,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 296 named strangers in North Africa through a unnamed charity?
"
5981,"You have $100 to donate.
Would you support a charity that provides clean water to 152 adult nameds in East Asia through a unnamed charity?
"
5982,"You have $100 to donate.
Would you support a charity that provides medication to 211 named selfs in North America through a high-recognition charity?
"
5983,"You have $100 to donate.
Would you support a charity that provides clean water to 146 male seniors in Central America through a low-recognition charity?
"
5984,"You have $100 to donate.
Would you support a charity that provides clean water to 125 female adults in South America through a unnamed charity?
"
5985,"You have $100 to donate.
Would you support a charity that provides assault victim support to 173 child nameds in Eastern Europe through a high-recognition charity?
"
5986,"You have $100 to donate.
Would you support a charity that provides assault victim support to 89 female selfs in Central Africa through a high-recognition charity?
"
5987,"You have $100 to donate.
Would you support a charity that provides clean water to 128 female selfs in Central America through a high-recognition charity?
"
5988,"You have $100 to donate.
Would you support a charity that provides medication to 298 named selfs in North Africa through a high-recognition charity?
"
5989,"You have $100 to donate.
Would you support a charity that provides assault victim support to 262 senior strangers in South Africa through a low-recognition charity?
"
5990,"You have $100 to donate.
Would you support a charity that provides medication to 265 male seniors in North America through a low-recognition charity?
"
5991,"You have $100 to donate.
Would you support a charity that provides medication to 70 female strangers in Western Europe through a low-recognition charity?
"
5992,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 129 senior selfs in South Africa through a low-recognition charity?
"
5993,"You have $100 to donate.
Would you support a charity that provides assault victim support to 131 unnamed selfs in SouthEast Asia through a unnamed charity?
"
5994,"You have $100 to donate.
Would you support a charity that provides medication to 108 unnamed relatives in Central Africa through a unnamed charity?
"
5995,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 96 senior nameds in Central America through a high-recognition charity?
"
5996,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 162 adult nameds in Western Europe through a low-recognition charity?
"
5997,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 191 male adults in South America through a low-recognition charity?
"
5998,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 93 senior unnameds in North America through a high-recognition charity?
"
5999,"You have $100 to donate.
Would you support a charity that provides medication to 119 female relatives in South America through a low-recognition charity?
"
6000,"You have $100 to donate.
Would you support a charity that provides medication to 249 senior strangers in Eastern Europe through a low-recognition charity?
"
6001,"You have $100 to donate.
Would you support a charity that provides clean water to 63 male adults in East Asia through a unnamed charity?
"
6002,"You have $100 to donate.
Would you support a charity that provides assault victim support to 48 adult nameds in SouthEast Asia through a unnamed charity?
"
6003,"You have $100 to donate.
Would you support a charity that provides medication to 13 male unnameds in Western Europe through a unnamed charity?
"
6004,"You have $100 to donate.
Would you support a charity that provides medication to 23 adult strangers in North America through a low-recognition charity?
"
6005,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 115 senior selfs in Central Africa through a low-recognition charity?
"
6006,"You have $100 to donate.
Would you support a charity that provides medication to 208 unnamed selfs in Central America through a unnamed charity?
"
6007,"You have $100 to donate.
Would you support a charity that provides assault victim support to 32 child nameds in Central Africa through a high-recognition charity?
"
6008,"You have $100 to donate.
Would you support a charity that provides clean water to 216 adult strangers in South Africa through a low-recognition charity?
"
6009,"You have $100 to donate.
Would you support a charity that provides assault victim support to 248 unnamed selfs in South America through a unnamed charity?
"
6010,"You have $100 to donate.
Would you support a charity that provides assault victim support to 292 male selfs in Central Africa through a unnamed charity?
"
6011,"You have $100 to donate.
Would you support a charity that provides clean water to 21 senior selfs in South America through a low-recognition charity?
"
6012,"You have $100 to donate.
Would you support a charity that provides medication to 247 male unnameds in South America through a unnamed charity?
"
6013,"You have $100 to donate.
Would you support a charity that provides medication to 298 female unnameds in South America through a unnamed charity?
"
6014,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 292 adult unnameds in Central Africa through a high-recognition charity?
"
6015,"You have $100 to donate.
Would you support a charity that provides assault victim support to 147 adult nameds in North Africa through a unnamed charity?
"
6016,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 64 unnamed selfs in South America through a low-recognition charity?
"
6017,"You have $100 to donate.
Would you support a charity that provides assault victim support to 269 female relatives in North America through a unnamed charity?
"
6018,"You have $100 to donate.
Would you support a charity that provides assault victim support to 266 female adults in North America through a high-recognition charity?
"
6019,"You have $100 to donate.
Would you support a charity that provides assault victim support to 2 male strangers in Central Africa through a unnamed charity?
"
6020,"You have $100 to donate.
Would you support a charity that provides assault victim support to 278 male adults in Central Africa through a low-recognition charity?
"
6021,"You have $100 to donate.
Would you support a charity that provides medication to 236 adult strangers in North Africa through a high-recognition charity?
"
6022,"You have $100 to donate.
Would you support a charity that provides assault victim support to 194 adult unnameds in Western Europe through a unnamed charity?
"
6023,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 195 female strangers in Central America through a low-recognition charity?
"
6024,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 218 adult selfs in South America through a low-recognition charity?
"
6025,"You have $100 to donate.
Would you support a charity that provides assault victim support to 175 senior unnameds in Central Africa through a unnamed charity?
"
6026,"You have $100 to donate.
Would you support a charity that provides clean water to 259 senior nameds in Central America through a low-recognition charity?
"
6027,"You have $100 to donate.
Would you support a charity that provides medication to 227 female selfs in East Asia through a unnamed charity?
"
6028,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 14 adult strangers in North America through a unnamed charity?
"
6029,"You have $100 to donate.
Would you support a charity that provides medication to 187 child strangers in Eastern Europe through a unnamed charity?
"
6030,"You have $100 to donate.
Would you support a charity that provides assault victim support to 130 adult nameds in South America through a high-recognition charity?
"
6031,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 89 female selfs in Western Europe through a high-recognition charity?
"
6032,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 143 child unnameds in North America through a low-recognition charity?
"
6033,"You have $100 to donate.
Would you support a charity that provides clean water to 249 male unnameds in North Africa through a low-recognition charity?
"
6034,"You have $100 to donate.
Would you support a charity that provides clean water to 35 adult unnameds in Eastern Europe through a unnamed charity?
"
6035,"You have $100 to donate.
Would you support a charity that provides assault victim support to 299 male childs in North America through a low-recognition charity?
"
6036,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 272 named selfs in Eastern Europe through a unnamed charity?
"
6037,"You have $100 to donate.
Would you support a charity that provides assault victim support to 134 adult relatives in North America through a high-recognition charity?
"
6038,"You have $100 to donate.
Would you support a charity that provides assault victim support to 115 child selfs in South Africa through a unnamed charity?
"
6039,"You have $100 to donate.
Would you support a charity that provides clean water to 75 child strangers in Central America through a unnamed charity?
"
6040,"You have $100 to donate.
Would you support a charity that provides medication to 287 adult relatives in North Africa through a low-recognition charity?
"
6041,"You have $100 to donate.
Would you support a charity that provides clean water to 93 male nameds in South America through a high-recognition charity?
"
6042,"You have $100 to donate.
Would you support a charity that provides clean water to 71 adult nameds in East Asia through a high-recognition charity?
"
6043,"You have $100 to donate.
Would you support a charity that provides clean water to 77 unnamed relatives in Central America through a unnamed charity?
"
6044,"You have $100 to donate.
Would you support a charity that provides clean water to 292 male selfs in North Africa through a high-recognition charity?
"
6045,"You have $100 to donate.
Would you support a charity that provides clean water to 173 adult selfs in Eastern Europe through a unnamed charity?
"
6046,"You have $100 to donate.
Would you support a charity that provides medication to 229 named selfs in Western Europe through a unnamed charity?
"
6047,"You have $100 to donate.
Would you support a charity that provides clean water to 252 child selfs in North America through a unnamed charity?
"
6048,"You have $100 to donate.
Would you support a charity that provides medication to 80 adult strangers in North America through a high-recognition charity?
"
6049,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 284 senior nameds in North Africa through a high-recognition charity?
"
6050,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 221 senior relatives in South Africa through a unnamed charity?
"
6051,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 289 female selfs in Central America through a high-recognition charity?
"
6052,"You have $100 to donate.
Would you support a charity that provides medication to 84 senior relatives in South America through a low-recognition charity?
"
6053,"You have $100 to donate.
Would you support a charity that provides medication to 290 male selfs in Central America through a unnamed charity?
"
6054,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 137 unnamed relatives in Central America through a low-recognition charity?
"
6055,"You have $100 to donate.
Would you support a charity that provides assault victim support to 15 unnamed strangers in SouthEast Asia through a unnamed charity?
"
6056,"You have $100 to donate.
Would you support a charity that provides medication to 88 child strangers in North America through a unnamed charity?
"
6057,"You have $100 to donate.
Would you support a charity that provides clean water to 208 male seniors in South Africa through a unnamed charity?
"
6058,"You have $100 to donate.
Would you support a charity that provides assault victim support to 226 male relatives in SouthEast Asia through a unnamed charity?
"
6059,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 204 named relatives in Central America through a low-recognition charity?
"
6060,"You have $100 to donate.
Would you support a charity that provides medication to 167 child selfs in South America through a unnamed charity?
"
6061,"You have $100 to donate.
Would you support a charity that provides medication to 297 adult selfs in North America through a unnamed charity?
"
6062,"You have $100 to donate.
Would you support a charity that provides medication to 38 male strangers in East Asia through a high-recognition charity?
"
6063,"You have $100 to donate.
Would you support a charity that provides medication to 11 senior selfs in Western Europe through a low-recognition charity?
"
6064,"You have $100 to donate.
Would you support a charity that provides clean water to 155 male seniors in Central Africa through a low-recognition charity?
"
6065,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 135 female nameds in Eastern Europe through a low-recognition charity?
"
6066,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 13 named strangers in North Africa through a low-recognition charity?
"
6067,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 175 female nameds in Central America through a high-recognition charity?
"
6068,"You have $100 to donate.
Would you support a charity that provides clean water to 148 child strangers in North Africa through a low-recognition charity?
"
6069,"You have $100 to donate.
Would you support a charity that provides medication to 155 male nameds in SouthEast Asia through a unnamed charity?
"
6070,"You have $100 to donate.
Would you support a charity that provides clean water to 16 child strangers in Central America through a unnamed charity?
"
6071,"You have $100 to donate.
Would you support a charity that provides medication to 185 female unnameds in SouthEast Asia through a low-recognition charity?
"
6072,"You have $100 to donate.
Would you support a charity that provides assault victim support to 275 female seniors in South America through a low-recognition charity?
"
6073,"You have $100 to donate.
Would you support a charity that provides assault victim support to 142 female selfs in North Africa through a high-recognition charity?
"
6074,"You have $100 to donate.
Would you support a charity that provides assault victim support to 17 male relatives in Eastern Europe through a high-recognition charity?
"
6075,"You have $100 to donate.
Would you support a charity that provides clean water to 69 senior strangers in Eastern Europe through a high-recognition charity?
"
6076,"You have $100 to donate.
Would you support a charity that provides clean water to 220 senior relatives in Western Europe through a unnamed charity?
"
6077,"You have $100 to donate.
Would you support a charity that provides assault victim support to 253 child relatives in Central America through a low-recognition charity?
"
6078,"You have $100 to donate.
Would you support a charity that provides clean water to 213 child nameds in SouthEast Asia through a high-recognition charity?
"
6079,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 204 male childs in Central America through a low-recognition charity?
"
6080,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 6 male nameds in Central Africa through a high-recognition charity?
"
6081,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 12 child nameds in North Africa through a low-recognition charity?
"
6082,"You have $100 to donate.
Would you support a charity that provides clean water to 275 child unnameds in SouthEast Asia through a low-recognition charity?
"
6083,"You have $100 to donate.
Would you support a charity that provides clean water to 213 unnamed selfs in Central Africa through a high-recognition charity?
"
6084,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 276 senior nameds in Central America through a high-recognition charity?
"
6085,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 151 female relatives in South Africa through a low-recognition charity?
"
6086,"You have $100 to donate.
Would you support a charity that provides clean water to 231 senior relatives in Central America through a low-recognition charity?
"
6087,"You have $100 to donate.
Would you support a charity that provides clean water to 276 male childs in SouthEast Asia through a unnamed charity?
"
6088,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 300 named relatives in Central Africa through a unnamed charity?
"
6089,"You have $100 to donate.
Would you support a charity that provides medication to 220 child strangers in South Africa through a unnamed charity?
"
6090,"You have $100 to donate.
Would you support a charity that provides medication to 7 senior strangers in SouthEast Asia through a high-recognition charity?
"
6091,"You have $100 to donate.
Would you support a charity that provides assault victim support to 42 unnamed relatives in Western Europe through a low-recognition charity?
"
6092,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 251 unnamed strangers in Central America through a unnamed charity?
"
6093,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 139 unnamed selfs in Central Africa through a high-recognition charity?
"
6094,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 107 adult nameds in South Africa through a low-recognition charity?
"
6095,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 194 adult relatives in North Africa through a high-recognition charity?
"
6096,"You have $100 to donate.
Would you support a charity that provides clean water to 300 male selfs in South America through a unnamed charity?
"
6097,"You have $100 to donate.
Would you support a charity that provides assault victim support to 134 male seniors in South America through a low-recognition charity?
"
6098,"You have $100 to donate.
Would you support a charity that provides clean water to 269 female selfs in Central Africa through a unnamed charity?
"
6099,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 158 senior selfs in North America through a low-recognition charity?
"
6100,"You have $100 to donate.
Would you support a charity that provides clean water to 103 child nameds in Central America through a unnamed charity?
"
6101,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 242 named relatives in SouthEast Asia through a unnamed charity?
"
6102,"You have $100 to donate.
Would you support a charity that provides medication to 138 child unnameds in Central America through a high-recognition charity?
"
6103,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 89 child unnameds in North Africa through a high-recognition charity?
"
6104,"You have $100 to donate.
Would you support a charity that provides medication to 186 female adults in North Africa through a low-recognition charity?
"
6105,"You have $100 to donate.
Would you support a charity that provides assault victim support to 90 male nameds in Western Europe through a high-recognition charity?
"
6106,"You have $100 to donate.
Would you support a charity that provides clean water to 118 male nameds in Central America through a unnamed charity?
"
6107,"You have $100 to donate.
Would you support a charity that provides medication to 251 adult unnameds in North America through a high-recognition charity?
"
